title,engine_size,engine_type,total_kms,price,link
Kylemore Cars,Independent Dealer4.7/5,2016,1.5 Petrol,"€17,950",/cars-for-sale/bmw-1-series-very-low-mielage-118i-1-5-automatic/37413335?campaign=3
Sarsfield Motors,Independent Dealer,2014,2.0 Diesel,"€13,950",/cars-for-sale/2014-bmw-520d-m-sport-auto-/37620494?campaign=3
Dean Burke Cars,Independent Dealer,2016,1.5 Diesel,"€14,340",/cars-for-sale/7-seats-bmw-diesel/36845260?campaign=3
Derek Considine Car Sales Ltd,Independent Dealer,2015,2.0 Diesel,"€16,500",/cars-for-sale/bmw-3-series-f30-d-efficiency-dynamics-plus-4dr/33407287
Sandyford Motors,Independent Dealer,2015,2.0 Diesel,"€12,950",/cars-for-sale/bmw-5-series-518-d-f10-se-4dr/37388573
Comiskey Motors,Independent Dealer,2016,3.0 Diesel,No price found,/cars-for-sale/bmw-4-series-3-0-430d-m-sport-2dr-auto-professio/37576211
Kuruma Kars,Independent Dealer,2015,1.6 Petrol,"€13,990",/cars-for-sale/bmw-116i-sport-2015-only-28-000km/36316423
Darragh Murphy Cars,Independent Dealer,2014,2.0 Petrol,"€20,999",/cars-for-sale/41-bmw-4-series-428i-m-sports-cabrio/37575761
547 Motors,Independent Dealer,2016,2.0 Diesel,"€19,950",/cars-for-sale/bmw-4-series-m-sport-162-manual/36882665
547 Motors,Independent Dealer,2016,2.0 Diesel,"€28,950",/cars-for-sale/bmw-x5-2016-7-seater-25d-new-nct/34172575
Ace Autos,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,No price found,/cars-for-sale/bmw-3-series-330e-m-sport-auto-12m-warranty-c/37575415
BMW 5,2014,2.0 Diesel,"205,000 km","€12,500",/cars-for-sale/bmw-5/37360374
2016 BMW M4 3.0 Bi Turbo DCT,2016,3.0 Petrol,"57,000 mi",No price found,/cars-for-sale/2016-bmw-m4-3-0-bi-turbo-dct/36795330
Cosgrave Car Sales,Independent Dealer,2016,2.0 Diesel,"€42,900",/cars-for-sale/bmw-x5-2-0dsl-se-7-seater-automatic/36093856
BMW x5,2014,3.0 Diesel,"130,000 mi","€20,500",/cars-for-sale/bmw-x5/37151926
Auto Solutions Weston,Independent Dealer,2014,2.0 Diesel,"€11,995",/cars-for-sale/bmw-520d-se-automatic/36682441
BMW 1 series M Sport,2014,1.6 Petrol,"83,285 km","€11,500",/cars-for-sale/bmw-1-series-m-sport/37359004
5 Series M Sport 2014,2014,2.0 Diesel,"139,580 mi","€13,000",/cars-for-sale/5-series-m-sport-2014/37358910
161 BMW 318d Automatic new NCT,2016,2.0 Diesel,"127,500 mi","€13,650",/cars-for-sale/161-bmw-318d-automatic-new-nct/36861477
2015 BMW 520D AUTO LUXURY MODEL,2015,2.0 Diesel,"164,000 mi","€8,950",/cars-for-sale/2015-bmw-520d-auto-luxury-model/37574071
BMW 5-Series 2014 automatic,2014,2.0 Diesel,"200,000 km","€7,699",/cars-for-sale/bmw-5-series-2014-automatic/37003803
Je Car Sales Ltd,Independent Dealer,2015,2.0 Diesel,"€14,950",/cars-for-sale/151-bmw-x1-2-0-litre-diesel-suv-new-nct/35712291
Deerpark N11,Independent Dealer,2015,1.5 Diesel,"€13,450",/cars-for-sale/bmw-1-series-116d-se-automatic/37573486
Prestige Autos(Ballymount),Independent Dealer,2014,2.0 Diesel,No price found,/cars-for-sale/bmw-3-series-2-0l-diesel-auto-m-sport-estate/37572890
Holden Motor Company,Independent Dealer,2015,2.0 Diesel,"€12,499",/cars-for-sale/2015-bmw-5-series-auto-warranty-included-/37525960
Holden Motor Company,Independent Dealer,2015,2.0 Petrol,"€19,900",/cars-for-sale/bmw-420i-2-0-petrol-185bhp-auto-m-sport/37347564
Holden Motor Company,Independent Dealer,2015,0.6 Petrol Plug-in Hybrid,"€10,995",/cars-for-sale/2015-bmw-i3-range-extender/37463985
D&J Motors,Independent Dealer,2015,2.0 Petrol,"€18,950",/cars-for-sale/bmw-320i-m-sport-2-0-automatic-2015/37301581
D&J Motors,Independent Dealer,2014,2.0 Petrol,"€18,950",/cars-for-sale/bmw-420i-2-0-m-sport-automatic-low-km-2014/37348500
Colm Quinn BMW Drogheda,Franchise Dealer,2016,2.0 Diesel,"€21,995",/cars-for-sale/bmw-3-series-320d-luxury-auto/37572016
Enda McCarrick Cars Ltd,Independent Dealer,2016,2.0 Diesel,"€18,899",/cars-for-sale/bmw-5-series-520d-luxury-automatic/37359807
UCAR (NI) LTD,Independent Dealer,2014,2.0 Diesel,No price found,/cars-for-sale/bmw-3-series-2-0-318d-m-sport-saloon/37215074
2015 BMW 4SERIES D F36 XDRIVE M SPORT GRAN C COUPE,2015,2.0 Diesel,"138,000 mi","€16,950",/cars-for-sale/2015-bmw-4series-d-f36-xdrive-m-sport-gran-c-coupe/36420465
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€13,250",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-45k-kms/35410191?campaign=3
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€12,950",/cars-for-sale/bmw-1-series-bmw-1-series-116i-automatic/37286049?campaign=3
SPOTLIGHT,2014,2.0 Diesel,"154,540 km","€10,850",/cars-for-sale/bmw-3-series-2014-diesel-automatic-low-kms/37621963?campaign=3
Cartwright,Independent Dealer,2015,1.5 Diesel,"€12,950",/cars-for-sale/bmw-1-series-116d-se-1-g1-za1a-4dr-auto/37357654
161 BMW 420D F32 M SPORT -Plus,2016,2.0 Diesel,12 days,"€21,500",/cars-for-sale/161-bmw-420d-f32-m-sport-plus/37355504
BMW M4,2016,3.0 Petrol,"96,000 mi","€40,000",/cars-for-sale/bmw-m4/37354469
Roskeen Cars And Commercials,Independent Dealer,2015,3.0 Diesel,"€27,950",/cars-for-sale/bmw-x6-3-0d-x-drive-40d-m-sport-5dr-auto/37570077
CMC CAR SALES,Independent Dealer4.9/5,2014,2.0 Diesel,"€10,950",/cars-for-sale/2014-bmw-3-series/36682513
CMC CAR SALES,Independent Dealer4.9/5,2014,2.0 Diesel,"€12,950",/cars-for-sale/bmw-5-series-2014/37437568
Kylemore Cars,Independent Dealer4.7/5,2016,1.5 Petrol,"€16,950",/cars-for-sale/bmw-1-series-118i-1-5-automatic/37031871
The Airton Garage,Independent Dealer,2015,3.0 Diesel,"€29,995",/cars-for-sale/bmw-7-series-m-sport-x-drive/37569425
O'Connell Automotive Ltd,Independent Dealer,2014,2.0 Diesel,"€12,999",/cars-for-sale/2014-bmw-320d-dynamic-business-edt/31356980
Derek Considine Car Sales Ltd,Independent Dealer,2016,2.0 Diesel,"€19,950",/cars-for-sale/bmw-4-series-418d-sport-gc-g2-z4bo-4dr-auto-luxur/36108421
BMW 7-Series 740d X Drive M Sport (NI Car),2016,3.0 Diesel,"89,000 mi",No price found,/cars-for-sale/bmw-7-series-740d-x-drive-m-sport-ni-car/37568592
2014 Bmw 1-series,2014,1.6 Petrol,"54,000 mi","€11,950",/cars-for-sale/2014-bmw-1-series/37567796
BMW 520d M-Performance,2015,2.0 Diesel,"114,000 mi","€18,500",/cars-for-sale/bmw-520d-m-performance/37351139
N7 Motors,Independent Dealer,2016,2.0 Diesel,"€15,950",/cars-for-sale/2016-bmw-4-series-f32-m-sport-auto/36885928
Oliver Geoghegan Car Sales,Independent Dealer,2015,2.0 Diesel,"€16,950",/cars-for-sale/bmw-5-series-520d-f10-luxury-auto-large-screen-n/36452890
BMW 1-Series 2015 118i AUTOMATIC special edition!,2015,1.6 Petrol,"128,000 km","€12,000",/cars-for-sale/bmw-1-series-2015-118i-automatic-special-edition/37176170
Michael Barrable Motors,Independent Dealer,2016,1.5 Petrol,"€19,950",/cars-for-sale/bmw-2-series-gran-tourer-1-5-petrol-auto-7-seater/37448841
John Kenny Car Sales,Independent Dealer,2014,2.0 Diesel,"€8,950",/cars-for-sale/2014-bmw-420d-coupe/37365020
John Kenny Car Sales,Independent Dealer,2016,2.0 Diesel,"€10,950",/cars-for-sale/2016-bmw-520d/36624733
N7 Motors,Independent Dealer,2014,1.6 Petrol,"€11,450",/cars-for-sale/2014-bmw-1-series-116i-es-auto/37554993
BMW 5 series 520D M-Sports low mileage,2016,2.0 Diesel,"110,090 km","€23,999",/cars-for-sale/bmw-5-series-520d-m-sports-low-mileage/37346003
162 Bmw F30 320d Msport 190Ps,2016,2.0 Diesel,"117,000 mi","€18,450",/cars-for-sale/162-bmw-f30-320d-msport-190ps/37217510
BMW 520d GT M SPORT 2015,2015,2.0 Diesel,"230,000 km","€15,450",/cars-for-sale/bmw-520d-gt-m-sport-2015/37345032
Bill Griffin Motors,Independent Dealer4.3/5,2015,2.0 Diesel,"€16,900",/cars-for-sale/bmw-3-series-320d-m-sport-touring-automatic-fu/36036017
Bill Griffin Motors,Independent Dealer4.3/5,2015,2.0 Diesel,"€12,900",/cars-for-sale/bmw-2-series-220d-se-new-nct-till-02-26-ful/36036057
BMW 4-Series 152 Saloon,2015,3.0 Diesel,"128,000 km","€20,000",/cars-for-sale/bmw-4-series-152-saloon/37560590
Midleton Motors,Independent Dealer,2016,3.0 Diesel,"€39,950",/cars-for-sale/162-bmw-740-d-x-drive-massive-spec/35872038
Cammia Motors,Independent Dealer,2015,3.0 Diesel,"€23,950",/cars-for-sale/bmw-4-series-m-sport-gran-coupe-4dr-auto/36953791
BMW 3-Series 2014 Business Sport,2014,2.0 Diesel,"137,566 km","€10,900",/cars-for-sale/bmw-3-series-2014-business-sport/37559278
BMW 1-Series 2016,2016,1.5 Diesel,"126,000 km","€12,450",/cars-for-sale/bmw-1-series-2016/37558792
Dean Burke Cars,Independent Dealer,2016,1.5 Diesel,"€14,340",/cars-for-sale/7-seats-bmw-diesel/36845260?campaign=3
Ruson Motor Company,Independent Dealer,2016,3.0 Diesel,"€29,950",/cars-for-sale/bmw-730ld/37618520?campaign=3
Petersons,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/bmw-3-series-318d-se-zlbt-4dr-automatic/36581090?campaign=3
BMW 320D White,2014,2.0 Diesel,"198,307 km","€10,500",/cars-for-sale/bmw-320d-white/37558777
Tractamotors Blanchardstown Ltd,Franchise Dealer,2015,2.0 Diesel,"€13,799",/cars-for-sale/bmw-3-series-316d-se-4dr-auto/37553291
Harford Motor Company,Independent Dealer,2016,1.5 Petrol Plug-in Hybrid,"€47,950",/cars-for-sale/bmw-i8-hybrid-automatic-sports-coupe/36683899
BMW 520d M Sport High Spec,2016,2.0 Diesel,"114,000 mi",€1,/cars-for-sale/bmw-520d-m-sport-high-spec/37422603
Bluegate Car Store by Frank Keane,Franchise Dealer,2016,2.0 Hybrid,"€16,995",/cars-for-sale/bmw-3-series-semi-digital-dash-sat-navigation-bl/37557040
BMW 5-Series M Sport,2016,2.0 Diesel,"141,000 km","€21,000",/cars-for-sale/bmw-5-series-m-sport/36856058
🔥BMW i3 2015+ EO Wall Charger🔥,2015,18.8 kWh Electric,"84,435 km","€9,000",/cars-for-sale/bmw-i3-2015-eo-wall-charger/36501701
Bmw 320D 161 Nct 7/25 Tax 8/24,2016,2.0 Diesel,"203,000 km","€11,850",/cars-for-sale/bmw-320d-161-nct-7-25-tax-8-24/37555145
Long Mile Motors Ltd,Independent Dealer,2015,2.0 Diesel,"€16,500",/cars-for-sale/bmw-5-series-2015-m-sport-harman-kardon/37554221
Holden Motor Company,Independent Dealer,2016,3.0 Diesel,"€22,900",/cars-for-sale/2016-bmw-430d-auto-warranty-incl/37554014
Colm Cosgrave Cars Limited,Independent Dealer,2015,2.0 Diesel,"€22,950",/cars-for-sale/bmw-3-series-f30-d-m-sport-4dr-auto/36298084
BMW 116D ONLY 63K MILES,2016,1.5 Diesel,"63,000 mi",No price found,/cars-for-sale/bmw-116d-only-63k-miles/37551787
Merlin Car Auctions,Independent Dealer,2015,1.6 Petrol,No price found,/cars-for-sale/bmw-1-series-dba-1a16-auto-1598/37551331
BMW 3-Series 2014,2014,3.0 Diesel,"143,000 km","€16,000",/cars-for-sale/bmw-3-series-2014/37432963
Jim Rock Motors,Independent Dealer,2016,3.0 Diesel,"€27,995",/cars-for-sale/bmw-7-series-730d-lwb-g12-4dr-autonct-09-25-taxed/37551179
BMW 5-Series 2016,2016,2.0 Diesel,"190,000 mi","€14,000",/cars-for-sale/bmw-5-series-2016/36526133
BMW 320D Touring 190BHP,2015,2.0 Diesel,"249,010 km","€13,250",/cars-for-sale/bmw-320d-touring-190bhp/37333231
BMW 520D 2016,2016,2.0 Diesel,"179,000 mi","€16,999",/cars-for-sale/bmw-520d-2016/37323090
Quinn Motors,Franchise Dealer,2015,2.0 Diesel,"€29,950",/cars-for-sale/bmw-x5-xdrive25d-m-sport-7-seater-4dr-auto/37549700
BMW 520D MSPORT,2015,2.0 Diesel,"161,000 km","€18,500",/cars-for-sale/bmw-520d-msport/37032385
Brian Walsh Car Sales,Independent Dealer,2015,1.6 Petrol,"€15,450",/cars-for-sale/bmw-1-series-152-116i/37415279
Long Mile Motors Ltd,Independent Dealer,2015,2.0 Diesel,"€19,999",/cars-for-sale/bmw-x5-2015-new-nct-warranty-included/36829348
R1 Autos,Independent Dealer,2016,2.0 Diesel,"€23,995",/cars-for-sale/now-reserved/37232651
7 Seaters Ireland,Independent Dealer,2015,3.0 Diesel,"€44,900",/cars-for-sale/bmw-x6-3-0-xdrive-30d-m-sport-z16c-255-bhp-automa/35840311
Naas Road Autos,Independent Dealer,2015,2.0 Diesel,"€17,950",/cars-for-sale/bmw-3-series-2-0-d-se-luxury-estate-auto-full/37448876
Naas Road Autos,Independent Dealer,2015,2.0 Diesel,"€18,950",/cars-for-sale/bmw-3-series-2-0-d-m-sport-plus-estate-automatic/37448877
BMW 5 Series,2014,2.0 Diesel,"157,000 mi","€12,750",/cars-for-sale/bmw-5-series/37327336
BMW 520D M Sport Plus Edition,2016,2.0 Diesel,"165,000 mi","€19,750",/cars-for-sale/bmw-520d-m-sport-plus-edition/37325281
BMW 3 series,2014,2.0 Diesel,"126,000 mi",€0,/cars-for-sale/bmw-3-series/37542282
Lyndon Reilly Motors Ltd,Independent Dealer,2016,2.0 Diesel,"€23,995",/cars-for-sale/bmw-520d-msport-auto/37254407
AK Automotive,Independent Dealer,2014,2.0 Diesel,"€11,950",/cars-for-sale/bmw-520d-se-high-spec-model/37631386?campaign=3
SPOTLIGHT,2016,1.5 Diesel,"110,000 km","€12,500",/cars-for-sale/bmw-216-2016-nct-2-years-7-seater/37580291?campaign=3
SPOTLIGHT,2015,3.0 Diesel,100 mi,"€26,250",/cars-for-sale/335d-m-sport-xdrive-lci/37458526?campaign=3
2014 BMW 640d  f13 coupe 313bhp,2014,3.0 Diesel,"138,000 km","€19,950",/cars-for-sale/2014-bmw-640d-f13-coupe-313bhp/37035582
Bmw 116d 2.0 diesel automatic **NEW NCT**,2014,2.0 Diesel,"141,265 km","€10,200",/cars-for-sale/bmw-116d-2-0-diesel-automatic-new-nct/37322239
BMW 5-Series 2014,2014,2.0 Diesel,"173,008 mi","€9,350",/cars-for-sale/bmw-5-series-2014/37540045
BMW 6-Series 2016 *NCT July 2026,2016,3.0 Diesel,"94,000 mi","€26,200",/cars-for-sale/bmw-6-series-2016-nct-july-2026/37321742
Cameron Cars,Independent Dealer,2016,2.0 Diesel,"€22,950",/cars-for-sale/bmw-5-series-520gt-m-sport-auto-glass-roof-fu/37005323
BMW F10 520D,2014,2.0 Diesel,"270,000 km","€14,000",/cars-for-sale/bmw-f10-520d/37320568
Bmw GT520d Msport 2015,2015,2.0 Diesel,"191,500 km","€21,950",/cars-for-sale/bmw-gt520d-msport-2015/37319514
BMW 320d msport xdrive,2015,2.0 Diesel,"101,000 mi","€20,000",/cars-for-sale/bmw-320d-msport-xdrive/37536857
Bmw f10 automatic!!!,2014,2.0 Diesel,"188,000 km","€13,900",/cars-for-sale/bmw-f10-automatic/37155065
Brian Walsh Car Sales,Independent Dealer,2015,1.6 Petrol,"€14,950",/cars-for-sale/bmw-1-series-5dr-auto/37535862
**BMW F30 2.0d 2016 Facelift Model**,2016,2.0 Diesel,"155,000 mi","€12,000",/cars-for-sale/bmw-f30-2-0d-2016-facelift-model/37535751
BMW 3-Series 2015 xdrive,2015,2.0 Diesel,"170,000 km","€14,200",/cars-for-sale/bmw-3-series-2015-xdrive/37535593
The Airton Garage,Independent Dealer,2016,1.5 Petrol,"€15,950",/cars-for-sale/bmw-3-series-2016-auto/37535325
Dalton Car Sales,Independent Dealer,2016,2.0 Petrol Plug-in Hybrid,"€32,495",/cars-for-sale/bmw-x5-x-drive-40e-m-sport-2016-162/37535055
Airport Road Car Sales,Independent Dealer,2014,2.0 Diesel,"€12,950",/cars-for-sale/bmw-3-series-2014-new-timing-chain-kit-done/36149108
2014 Bmw X1 M,2014,2.0 Diesel,"79,822 mi","€13,500",/cars-for-sale/2014-bmw-x1-m/37473636
BMW M5 (1 Year BMW Warranty),2015,4.4 Petrol,"51,000 mi","€49,999",/cars-for-sale/bmw-m5-1-year-bmw-warranty/37533197
Kearys CarStore Limerick,Independent Dealer4.6/5,2016,1.5 Diesel,"€17,690",/cars-for-sale/bmw-1-series-116d-se-g1-za1a-4dr/37532872
Hybrid Imports,Independent Dealer,2015,2.0 Diesel,"€16,750",/cars-for-sale/2015-bmw-520d-msport/37311686
BMW 5 Series Diesel Low Klms Automatic Pristine,2014,2.0 Diesel,"83,000 mi","€12,300",/cars-for-sale/bmw-5-series-diesel-low-klms-automatic-pristine/36890919
Bmw 518D,2015,2.0 Diesel,200 mi,"€11,750",/cars-for-sale/bmw-518d/37532181
European Standard Car Parts,Independent Dealer,2015,2.0 Diesel,"€12,850",/cars-for-sale/2015-bmw-4-series-f36-luxury-2-0d-xdrive-nct-tax/37531492
N84 Car Sales Galway,Independent Dealer,2016,2.0 Diesel,"€20,950",/cars-for-sale/161-bmw-520-msport-2-0d-mint-fsh-nct-galway/37531359
Harford Motor Company,Independent Dealer,2016,3.0 Diesel,"€29,950",/cars-for-sale/bmw-x5-3-0d-sport-se-xdrive-n1-2-seat/37331479
Grand Motors,Independent Dealer,2015,2.0 Diesel,"€10,990",/cars-for-sale/bmw-5-series-2015/37369854
Graham Car Sales,Independent Dealer,2015,2.0 Diesel,"€13,950",/cars-for-sale/bmw-2-series-automatic/32206368
BMW 5-Series 2015,2015,2.0 Diesel,"94,000 km","€14,750",/cars-for-sale/bmw-5-series-2015/35917179
BMW 7 Series,2015,3.0 Diesel,"160,000 km","€21,000",/cars-for-sale/bmw-7-series/37310948
Owain Drought Car Sales Ltd,Independent Dealer,2016,2.0 Diesel,"€24,500",/cars-for-sale/2016-bmw-420d-gran-coupe-xdrive/34275918
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€13,950",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-leather-int/35400668
SPOTLIGHT,2015,2.0 Diesel,"170,000 mi","€11,500",/cars-for-sale/2015-bmw-5-series-f10-business-low-mile-motor/37629882?campaign=3
Eoin Reynolds Cars Ltd,Independent Dealer,2016,2.0 Diesel,"€16,995",/cars-for-sale/bmw-1-series-161-bmw-118d-f21-m-sport-3dr-auto-w/37574023?campaign=3
Eddie Garry Cars,Independent Dealer,2014,2.0 Diesel,"€10,750",/cars-for-sale/2014-bmw-116d/37638468?campaign=3
We buy your cars for cash,2014,2.0 Diesel,0 km,"€1,234",/cars-for-sale/we-buy-your-cars-for-cash/37444887
BMW 4-Series 2015,2015,2.0 Diesel,"69,874 km","€14,795",/cars-for-sale/bmw-4-series-2015/36637595
BMW 5 Series F11 M Sport,2016,2.0 Diesel,"68,000 mi","€21,000",/cars-for-sale/bmw-5-series-f11-m-sport/37526371
BMW 420d Coupe MSport,2016,2.0 Diesel,"104,900 mi","€18,000",/cars-for-sale/bmw-420d-coupe-msport/37145036
BMW 520d M Sport Auto Low Miles,2016,2.0 Diesel,"122,000 mi","€17,950",/cars-for-sale/bmw-520d-m-sport-auto-low-miles/37280595
***PRICE DROP***  BMW 3-Series 2016,2016,2.0 Diesel,"271,000 km","€12,995",/cars-for-sale/price-drop-bmw-3-series-2016/37525922
Lambe & OConnor Car Sales,Independent Dealer,2014,1.6 Petrol,"€13,950",/cars-for-sale/bmw-1-series-116i-sport-automatic-low-miles-rever/35827443
BMW 3-Series 2014,2014,2.0 Diesel,160 mi,"€9,999",/cars-for-sale/bmw-3-series-2014/37378552
Gary Giles Cars,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/stunning-161-bmw-420d-coupe-nct-tax-warranty/37522714
Ignition Autos,Independent Dealer,2015,2.0 Diesel,"€15,995",/cars-for-sale/bmw-x1-2-0-dsl-automatic-irish-car-low-miles/37522471
Minogue Car Sales,Independent Dealer,2014,2.0 Diesel,"€10,950",/cars-for-sale/bmw-5-series-2014-m-sport-auto/37478065
2015 BMW 4 SERIES M SPORT M  PERFORMANCE,2015,2.0 Diesel,"110,000 mi","€20,500",/cars-for-sale/2015-bmw-4-series-m-sport-m-performance/37376000
BMW 3-Series 2016,2016,2.0 Diesel,"183,000 km","€13,500",/cars-for-sale/bmw-3-series-2016/37304623
2015 BMW i3 PLUG IN HYBRID ELECTRIC NCT 10-25,2015,0.6 Petrol Plug-in Hybrid,"187,000 km","€7,950",/cars-for-sale/2015-bmw-i3-plug-in-hybrid-electric-nct-10-25/37140388
Bolands Opel EST 1955.,Independent Dealer4.5/5,2016,1.5 Diesel,"€14,950",/cars-for-sale/superb-value-216-d-luxury-full-leather-huge-spec-v/37520747
Derg Valley Autos,Independent Dealer,2014,3.0 Diesel,No price found,/cars-for-sale/bmw-3-series-2014/37520390
Excel Autosales,Independent Dealer,2014,2.0 Petrol,"€17,950",/cars-for-sale/bmw-420i-auto-only-50k-miles/36286817
Conor Logue Motors,Independent Dealer,2015,2.0 Diesel,"€19,950",/cars-for-sale/2015-151-bmw-520d-m-sport-auto-mperformance-kit/37519842
BMW 520d 190HP - Only 140k miles,2015,2.0 Diesel,"140,500 mi","€13,000",/cars-for-sale/bmw-520d-190hp-only-140k-miles/36323484
Car Connections,Independent Dealer,2015,2.0 Diesel,"€19,950",/cars-for-sale/huge-spec-152-bmw-520d-m-sport-plus-auto/37290731
Great Island Motors,Independent Dealer,2014,2.0 Diesel,"€10,900",/cars-for-sale/bmw-3-series-cream-leather-manual-high-spec-f31-d/36199019
BMW 5-Series 2016,2016,2.0 Diesel,"199,000 km","€21,200",/cars-for-sale/bmw-5-series-2016/37518008
Colm Quinn BMW Athlone,Franchise Dealer4.5/5,2016,2.0 Diesel,"€23,995",/cars-for-sale/bmw-4-series-420d-xdrive-luxury/37385935
BMW 520 MSport Touring 190bhp Low Milage,2016,2.0 Diesel,"184,000 km","€17,950",/cars-for-sale/bmw-520-msport-touring-190bhp-low-milage/37300529
Castle Motors,Independent Dealer,2014,1.6 Petrol,"€14,500",/cars-for-sale/bmw-1-series-1-6-automatic-hi-spec/36409993
Colm Quinn BMW Athlone,Franchise Dealer4.5/5,2016,2.0 Diesel,"€21,995",/cars-for-sale/bmw-5-series-518d-m-sport/37515828
First Choice Autos,Independent Dealer4.3/5,2016,3.0 Diesel,"€32,950",/cars-for-sale/bmw-x5-2016-low-miles-50k-nct-03-26-just-serv/36984947
BMW M-sport,2014,2.0 Diesel,"199,864 mi","€11,500",/cars-for-sale/bmw-m-sport/36769773
Premium Cars,Independent Dealer,2015,2.0 Diesel,"€16,999",/cars-for-sale/2015-bmw-420d-f32-low-kilometres-new-nct/33522514
Directmotors.ie,Independent Dealer,2015,2.0 Diesel,"€16,950",/cars-for-sale/bmw-4-series-420d-z4ha-4dr-auto-m-sport-2tb/37514563
Elite Autos,Independent Dealer,2015,2.0 Diesel,"€16,995",/cars-for-sale/bmw-218d-grand-tourer-automatic-7-seater-2015/36948671?campaign=3
Naas Road Autos,Independent Dealer,2015,2.0 Diesel,"€17,950",/cars-for-sale/bmw-3-series-2-0d-m-sport-plus-5dr-estate-auto-/37633110?campaign=3
Sarsfield Motors,Independent Dealer,2014,2.0 Diesel,"€13,950",/cars-for-sale/2014-bmw-520d-m-sport-auto-/37620494?campaign=3
BMW 4-Series 2015,2015,2.0 Diesel,"130,000 km",No price found,/cars-for-sale/bmw-4-series-2015/37514430
O'Regan Motors,Independent Dealer,2015,3.0 Diesel,"€31,995",/cars-for-sale/bmw-x5-30d-m-sport-7-seater-x-drive/37514204
⚫️BMW M-SPORT 2014 320D⚫️,2014,2.0 Diesel,"137,000 mi","€11,450",/cars-for-sale/bmw-m-sport-2014-320d/36947465
BMW 335d Xdrive GT exceptional value,2015,3.0 Diesel,"94,400 mi","€21,995",/cars-for-sale/bmw-335d-xdrive-gt-exceptional-value/36373972
142 Bmw 4-series M Sport,2014,2.0 Diesel,"145,000 mi","€14,500",/cars-for-sale/142-bmw-4-series-m-sport/37513789
142 F30 D XDRIVE M SPORT 4DR,2014,2.0 Diesel,"238,619 km","€12,995",/cars-for-sale/142-f30-d-xdrive-m-sport-4dr/37296108
